,c1.medium,c1.xlarge,c3.2xlarge,c3.4xlarge,c3.8xlarge,c3.large,c3.xlarge,c4.2xlarge,c4.4xlarge,c4.8xlarge,c4.large,c4.xlarge,c5.18xlarge,c5.2xlarge,c5.4xlarge,c5.9xlarge,c5.large,c5.xlarge,c5d.18xlarge,c5d.2xlarge,c5d.4xlarge,c5d.9xlarge,c5d.large,c5d.xlarge,d2.2xlarge,d2.4xlarge,d2.8xlarge,d2.xlarge,f1.16xlarge,f1.2xlarge,f1.4xlarge,g2.2xlarge,g2.8xlarge,g3.16xlarge,g3.4xlarge,g3.8xlarge,g3s.xlarge,h1.16xlarge,h1.2xlarge,h1.4xlarge,h1.8xlarge,i2.2xlarge,i2.4xlarge,i2.8xlarge,i2.xlarge,i3.16xlarge,i3.2xlarge,i3.4xlarge,i3.8xlarge,i3.large,i3.metal,i3.xlarge,m1.large,m1.medium,m1.small,m1.xlarge,m2.2xlarge,m2.4xlarge,m2.xlarge,m3.2xlarge,m3.large,m3.medium,m3.xlarge,m4.10xlarge,m4.16xlarge,m4.2xlarge,m4.4xlarge,m4.large,m4.xlarge,m5.12xlarge,m5.24xlarge,m5.2xlarge,m5.4xlarge,m5.large,m5.xlarge,m5a.12xlarge,m5a.24xlarge,m5a.2xlarge,m5a.4xlarge,m5a.large,m5a.xlarge,m5d.12xlarge,m5d.24xlarge,m5d.2xlarge,m5d.4xlarge,m5d.large,m5d.xlarge,p2.16xlarge,p2.8xlarge,p2.xlarge,p3.16xlarge,p3.2xlarge,p3.8xlarge,r3.2xlarge,r3.4xlarge,r3.8xlarge,r3.large,r3.xlarge,r4.16xlarge,r4.2xlarge,r4.4xlarge,r4.8xlarge,r4.large,r4.xlarge,r5.12xlarge,r5.24xlarge,r5.2xlarge,r5.4xlarge,r5.large,r5.xlarge,r5a.12xlarge,r5a.24xlarge,r5a.2xlarge,r5a.4xlarge,r5a.large,r5a.xlarge,r5d.12xlarge,r5d.24xlarge,r5d.2xlarge,r5d.4xlarge,r5d.large,r5d.xlarge,t1.micro,t2.2xlarge,t2.large,t2.medium,t2.micro,t2.small,t2.xlarge,t3.2xlarge,t3.large,t3.medium,t3.micro,t3.nano,t3.small,t3.xlarge,x1.16xlarge,x1.32xlarge,x1e.16xlarge,x1e.2xlarge,x1e.32xlarge,x1e.4xlarge,x1e.8xlarge,x1e.xlarge,z1d.12xlarge,z1d.2xlarge,z1d.3xlarge,z1d.6xlarge,z1d.large,z1d.xlarge
2018-11-08 14:59:29,0.0136,0.0752,0.1175,0.2369,0.4775,0.0294,0.0588,0.1301,0.2681,0.5688,0.0308,0.0617,1.1663,0.1467,0.2658,0.5953,0.0324,0.0701,1.1659,0.1385,0.3283,0.583,0.0324,0.0689,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2344,0.8563,3.5774,0.3749,0.684,0.2694,2.507,0.165,0.4698,1.2026,0.6302,1.023,2.046,0.2559,1.4976,0.2223,0.462,0.8949,0.0468,1.4976,0.1035,0.0175,0.0087,0.0086,0.035,0.3969,0.098,0.0245,0.1373,0.0311,0.0067,0.0633,0.7497,1.0897,0.1554,0.3083,0.0391,0.0648,0.8241,1.6323,0.1718,0.3399,0.0347,0.0942,0.8162,1.6323,0.136,0.2721,0.034,0.068,1.0988,1.6323,0.1552,0.3554,0.0356,0.0753,4.32,2.16,0.2785,9.6418,1.2102,3.922,0.154,0.3123,0.6293,0.0323,0.0655,1.2988,0.1455,0.3017,0.6786,0.0339,0.0679,0.8683,1.7103,0.1562,0.4395,0.0356,0.0851,1.9077,1.71,0.1425,0.3484,0.0356,0.0713,0.855,3.467,0.1445,0.3904,0.0356,0.0793,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0125,0.0031,0.0016,0.0063,0.0501,2.0728,4.0014,13.344,0.5004,26.688,1.0008,2.0081,0.2502,1.3392,0.2232,0.3889,0.7586,0.0558,0.1451
2018-11-08 16:05:27,0.0137,0.1055,0.1175,0.2371,0.4784,0.0294,0.0588,0.1503,0.3269,0.5546,0.0308,0.0617,1.1659,0.1674,0.3042,0.5862,0.0336,0.0712,1.1659,0.1303,0.328,0.583,0.0324,0.0685,0.414,0.828,1.656,0.207,13.2,0.495,3.3,0.2272,0.8297,1.368,0.3831,0.684,0.2372,1.32,0.1692,0.3455,1.1768,0.5115,1.023,2.046,0.2559,1.4976,0.2187,0.4447,1.0101,0.0468,1.4976,0.1064,0.0175,0.0087,0.0089,0.035,0.0498,0.098,0.0245,0.1243,0.0312,0.0067,0.0618,0.8365,1.061,0.1498,0.3254,0.0392,0.065,0.8162,1.6323,0.1573,0.3731,0.0343,0.074,1.4915,1.6323,0.136,0.2721,0.034,0.068,0.9082,1.6323,0.2259,0.2721,0.034,0.0719,14.4,2.16,0.2793,7.5046,1.2137,12.24,0.1542,0.3456,1.1918,0.0323,0.0719,1.2092,0.1494,0.3677,0.5556,0.0339,0.0693,0.855,1.7103,0.144,0.2915,0.0356,0.1193,1.8562,1.71,0.1425,0.3664,0.0356,0.0713,0.855,1.7296,0.1444,0.347,0.0356,0.0713,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0125,0.0031,0.0016,0.0074,0.0501,2.0638,4.0014,13.344,0.5004,15.7726,1.0008,2.012,0.2502,1.3392,0.2232,0.3348,0.7153,0.0601,0.1562
2018-11-08 17:11:25,0.0135,0.0747,0.1176,0.2373,0.4786,0.0294,0.0588,0.1497,0.2724,0.5683,0.0308,0.0632,1.1659,0.1508,0.2811,0.5876,0.0339,0.0648,1.1659,0.2211,0.3266,0.583,0.0324,0.0648,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2078,0.7842,3.6936,0.3746,0.684,0.271,1.32,0.1708,0.4699,1.1407,0.5115,1.023,2.046,0.2559,1.4976,0.2017,0.5627,0.8756,0.0468,1.4976,0.1049,0.0175,0.0087,0.0044,0.035,0.4031,0.98,0.0245,0.124,0.0308,0.0067,0.0617,0.6652,1.0628,0.1497,0.3616,0.0393,0.0673,0.8162,1.6323,0.1846,0.3398,0.0357,0.0741,1.4543,1.6323,0.136,0.2721,0.034,0.068,0.866,1.648,0.1724,0.2875,0.034,0.0699,4.32,7.2,0.412,7.344,1.0136,4.7463,0.1765,0.3124,0.6172,0.0323,0.0682,1.29,0.1663,0.2905,1.1826,0.0341,0.069,0.855,1.7103,0.1563,0.3372,0.0356,0.0771,0.855,1.71,0.1425,0.285,0.0356,0.0713,3.445,1.7311,0.1446,0.3233,0.0356,0.0787,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0125,0.0031,0.0016,0.0073,0.0501,2.082,4.0014,13.344,0.5004,16.4074,1.0008,2.0286,0.2502,1.3392,0.2232,0.3348,0.7082,0.0622,0.1419
2018-11-08 18:20:16,0.0138,0.0931,0.1176,0.2372,0.4818,0.0294,0.0588,0.1304,0.2878,0.5959,0.0308,0.062,1.1659,0.1297,0.2896,0.5956,0.0328,0.0705,1.1659,0.1426,0.2591,0.5986,0.0324,0.0713,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2275,0.8635,1.3701,0.3805,0.684,0.3029,2.4008,0.1729,0.4702,1.1264,0.6259,1.023,2.046,0.2559,1.4976,0.1949,0.4535,0.8711,0.0468,4.992,0.0973,0.0175,0.0087,0.0044,0.035,0.0493,0.098,0.0245,0.1377,0.0308,0.0067,0.0617,0.7468,1.1555,0.1327,0.2888,0.0324,0.0674,0.8162,1.6323,0.16,0.3782,0.0347,0.0734,1.4968,1.6323,0.136,0.2721,0.034,0.068,1.1008,1.6635,0.1699,0.3075,0.034,0.0849,4.32,2.1985,0.2756,9.5684,1.2115,3.9426,0.1605,0.3604,0.6312,0.0323,0.0654,1.2195,0.1426,0.3264,0.6555,0.0339,0.0692,0.855,1.7103,0.1478,0.3745,0.0356,0.1211,1.9301,1.71,0.1425,0.285,0.0356,0.0713,0.855,3.386,0.1425,0.3236,0.0356,0.0745,0.0021,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0253,0.0126,0.0031,0.0016,0.0063,0.0501,2.0007,4.0014,13.344,0.5004,16.9609,1.0008,2.0499,0.2502,1.3392,0.2232,0.3348,0.719,0.0629,0.1557
2018-11-08 19:26:13,0.0137,0.1083,0.1175,0.2365,0.4773,0.0294,0.0588,0.1504,0.2517,0.573,0.0308,0.0617,1.1659,0.1466,0.3202,0.5877,0.0336,0.0705,1.1659,0.1384,0.2591,0.5839,0.0324,0.0648,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2761,0.8314,1.368,0.3752,0.684,0.225,1.32,0.1744,0.349,0.66,0.5115,1.023,2.046,0.2559,4.992,0.2216,0.5053,0.8964,0.156,1.4976,0.1032,0.0175,0.0087,0.0044,0.035,0.049,0.098,0.0245,0.1239,0.0314,0.0067,0.0618,0.665,1.1729,0.1752,0.3081,0.0324,0.0654,0.8162,1.6323,0.1576,0.2721,0.0346,0.084,1.4065,1.6323,0.136,0.2721,0.034,0.068,0.8162,1.6529,0.1528,0.2765,0.0356,0.075,4.32,7.2,0.2838,24.48,1.2148,4.8139,0.1541,0.3135,1.1914,0.0323,0.0712,1.2168,0.1583,0.6039,0.5946,0.0339,0.0713,0.855,1.7103,0.1551,0.4362,0.0356,0.0713,1.8628,1.71,0.1425,0.285,0.0356,0.0713,3.445,3.2698,0.1425,0.3106,0.0356,0.0791,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0255,0.0125,0.0031,0.0016,0.0063,0.0501,2.0007,4.0014,13.344,0.5004,17.4259,1.0008,2.0016,0.2502,1.3392,0.2232,0.399,0.7593,0.0581,0.1206
2018-11-08 21:38:03,0.0134,0.118,0.1175,0.2372,0.4787,0.0294,0.0588,0.1498,0.253,0.5575,0.0308,0.0621,1.1659,0.1511,0.3054,0.5866,0.0343,0.0687,1.1659,0.1302,0.3252,0.5988,0.0324,0.0685,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2355,0.7887,1.368,0.377,0.684,0.2361,2.3537,0.165,0.3539,0.66,0.5115,1.023,2.046,0.2559,1.4976,0.202,0.4623,0.9268,0.0468,1.4976,0.1052,0.0175,0.0087,0.0092,0.035,0.0494,0.098,0.0245,0.124,0.0315,0.0067,0.0633,0.6477,1.0621,0.1719,0.3274,0.0324,0.0655,0.8242,1.6323,0.1644,0.3407,0.0346,0.0739,1.4468,1.6323,0.136,0.2721,0.034,0.068,0.8162,1.6323,0.1554,0.3553,0.0348,0.0694,4.32,2.16,0.4078,7.4208,1.2072,3.672,0.1608,0.345,0.6284,0.0323,0.0681,1.3045,0.1494,0.3587,0.6491,0.0339,0.0691,0.8683,1.7103,0.1441,0.285,0.0356,0.077,1.8021,1.71,0.1425,0.285,0.0356,0.0713,0.855,1.7338,0.1445,0.3906,0.0356,0.0786,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0257,0.0125,0.0031,0.0016,0.0072,0.0501,2.0007,8.747,13.344,0.5004,26.688,1.0008,2.0016,0.2502,1.3392,0.2232,0.4085,0.7102,0.062,0.1371
2018-11-08 22:42:51,0.0136,0.0979,0.1177,0.2367,0.4777,0.0294,0.0588,0.1305,0.3254,0.5956,0.0308,0.0617,1.167,0.1673,0.266,0.5959,0.0337,0.0705,1.1659,0.1385,0.2591,0.5991,0.0324,0.0683,0.414,0.828,1.656,0.207,13.2,0.495,3.3,0.2086,0.7931,4.56,0.3841,0.684,0.2721,2.2551,0.165,0.4698,1.0933,0.6259,1.023,2.046,0.2559,1.4976,0.2185,0.445,1.0081,0.0468,1.4976,0.1065,0.0175,0.0087,0.0096,0.035,0.4207,0.98,0.0245,0.1239,0.0312,0.0067,0.0618,0.8345,1.0884,0.1501,0.3246,0.0324,0.0648,0.825,1.6323,0.1723,0.3722,0.0357,0.0743,1.4496,1.6323,0.136,0.2721,0.034,0.068,0.9011,1.6323,0.2256,0.2878,0.0358,0.0722,14.4,2.16,0.2798,9.5684,0.9863,3.9904,0.176,0.3335,0.6179,0.0323,0.0655,1.2148,0.1455,0.3009,1.1844,0.0339,0.0715,0.855,1.7103,0.1567,0.2908,0.0356,0.0847,1.8591,1.71,0.1425,0.3802,0.0356,0.0713,0.855,3.1518,0.1433,0.3461,0.0356,0.0742,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0258,0.0125,0.0031,0.0016,0.0063,0.0501,2.0664,8.5356,13.344,0.5004,26.688,1.0008,2.0671,0.2502,1.3392,0.2232,0.4148,0.6877,0.0603,0.1448
2018-11-08 23:47:39,0.0137,0.0743,0.1175,0.2367,0.4789,0.0294,0.0588,0.1492,0.2689,0.5708,0.0308,0.0617,1.1669,0.1298,0.284,0.583,0.0339,0.0687,1.1659,0.1304,0.2591,0.5992,0.0324,0.0683,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2772,0.8748,3.7595,0.3799,0.684,0.2924,2.1825,0.165,0.4699,0.66,0.6251,1.023,2.046,0.2559,1.4976,0.624,0.5673,0.8805,0.0468,1.4976,0.0974,0.0175,0.0087,0.0099,0.035,0.0493,0.098,0.0245,0.1238,0.0308,0.0067,0.0634,0.6477,1.0611,0.1558,0.2802,0.0324,0.0653,0.8251,1.6323,0.1642,0.3393,0.0347,0.0735,0.8162,1.6323,0.136,0.2721,0.034,0.068,0.864,1.6323,0.1702,0.3077,0.0359,0.074,4.32,2.16,0.2759,7.4208,1.2171,4.8162,0.1544,0.361,0.6332,0.0323,0.0711,1.212,0.1663,0.3671,0.5562,0.0339,0.0717,0.855,1.7103,0.1477,0.434,0.0356,0.0716,0.855,1.71,0.1425,0.3776,0.0356,0.0713,3.445,1.71,0.1432,0.3225,0.0356,0.0756,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0125,0.0031,0.0016,0.0063,0.0501,2.0007,8.2645,13.344,0.5004,17.908,1.0008,2.0016,0.2502,1.3392,0.2232,0.3348,0.7143,0.0631,0.1411
2018-11-09 02:04:17,0.0136,0.1137,0.1177,0.2373,0.482,0.0294,0.0588,0.1502,0.274,0.567,0.0308,0.0617,1.1659,0.1299,0.2906,0.588,0.0328,0.0705,1.1659,0.1301,0.2591,0.583,0.0324,0.0709,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2358,0.8329,3.9428,0.3751,0.684,0.2355,1.32,0.1775,0.3543,1.0933,0.6262,1.023,2.046,0.2559,1.4976,0.1944,0.4448,0.9008,0.0468,4.992,0.1033,0.0175,0.0087,0.0101,0.035,0.049,0.098,0.0245,0.1238,0.0308,0.0067,0.0619,0.7443,1.085,0.1498,0.3591,0.0394,0.0648,0.8162,1.6323,0.1597,0.3417,0.0358,0.0838,1.3899,1.6323,0.136,0.2721,0.034,0.068,1.1101,1.6323,0.153,0.3544,0.0349,0.0701,4.32,7.2,0.2796,9.5055,1.2166,4.0135,0.1554,0.3121,1.1955,0.0323,0.0654,1.2159,0.1488,0.2915,0.6582,0.0341,0.069,0.855,1.7103,0.1425,0.3386,0.0357,0.0716,1.7467,1.71,0.1425,0.3739,0.0356,0.0713,0.855,6.89,0.1443,0.3116,0.0356,0.0789,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0127,0.0031,0.0016,0.0063,0.0501,2.0858,4.0014,13.344,0.5004,18.3786,1.0008,2.0016,0.2502,1.3392,0.2232,0.428,0.7527,0.0582,0.155
2018-11-09 03:09:04,0.013,0.1006,0.1175,0.2366,0.478,0.0294,0.0588,0.1307,0.2885,0.5552,0.0308,0.0632,1.1659,0.1464,0.3197,0.5967,0.0344,0.0707,1.1659,0.2201,0.2591,0.5999,0.0324,0.0685,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2277,0.7974,4.104,0.3785,0.684,0.2708,1.32,0.1798,0.33,0.66,0.5115,1.023,2.046,0.2559,1.4976,0.1948,0.506,0.8698,0.0468,1.4976,0.0973,0.0175,0.0087,0.0044,0.035,0.441,0.098,0.0245,0.1382,0.0313,0.0067,0.0618,0.6477,1.0594,0.1751,0.289,0.0395,0.065,0.8162,1.6323,0.1718,0.3774,0.0348,0.0939,1.3691,1.6323,0.136,0.2721,0.034,0.068,0.8934,1.653,0.1726,0.2762,0.036,0.0738,4.32,2.2086,0.2835,24.48,0.9497,4.8116,0.161,0.3607,0.6262,0.0323,0.0656,1.2888,0.1426,0.3589,0.5927,0.0339,0.0693,0.855,1.7103,0.1442,0.3723,0.0356,0.0847,1.8164,1.71,0.1425,0.374,0.0356,0.0713,0.855,6.89,0.1445,0.3245,0.0356,0.0788,0.0021,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0128,0.0031,0.0016,0.0063,0.0501,2.0707,4.0014,13.344,0.5004,19.0818,1.0008,2.0671,0.2502,1.3392,0.2232,0.3348,0.6696,0.0604,0.1373
2018-11-09 04:13:51,0.0136,0.0735,0.1176,0.2368,0.4772,0.0294,0.0588,0.1234,0.2522,0.5731,0.0308,0.0617,1.1659,0.1665,0.2673,0.5869,0.0324,0.0689,1.1659,0.1305,0.2591,0.583,0.0324,0.0708,0.414,0.828,1.656,0.207,13.2,0.495,0.99,0.2088,0.8815,1.368,0.3855,0.684,0.2832,2.152,0.1792,0.33,0.66,0.5115,1.023,2.046,0.2559,4.992,0.221,0.4608,0.924,0.156,1.4976,0.1051,0.0175,0.0087,0.0044,0.035,0.4526,0.98,0.0245,0.1238,0.0315,0.0067,0.0635,0.665,1.1659,0.1709,0.2896,0.0397,0.0676,0.8252,1.6323,0.1574,0.3384,0.0345,0.074,1.4054,1.6323,0.136,0.2721,0.034,0.068,0.8606,1.6353,0.2267,0.2862,0.0344,0.0848,4.32,2.219,0.2754,7.344,1.2105,4.0301,0.1555,0.3462,0.634,0.0323,0.068,1.2199,0.1583,0.3267,0.6476,0.0339,0.0719,0.8718,1.7103,0.1541,0.2907,0.0356,0.1211,0.8763,1.71,0.1425,0.285,0.0356,0.0713,3.445,1.7351,0.1444,0.3418,0.0356,0.0745,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0125,0.0031,0.0016,0.0063,0.0501,2.005,4.0014,13.344,0.5004,26.688,1.0008,2.094,0.2502,1.3392,0.2232,0.3348,0.6696,0.0635,0.1195
2018-11-09 05:18:37,0.0137,0.1121,0.1176,0.2365,0.4781,0.0294,0.0588,0.1499,0.2532,0.5584,0.0308,0.0633,1.1659,0.1498,0.3066,0.5881,0.0327,0.0712,1.1659,0.139,0.2591,0.583,0.0324,0.0679,0.4162,0.8301,1.656,0.207,13.2,0.495,3.3,0.2774,0.8345,1.368,0.3786,0.684,0.271,1.32,0.1782,0.3612,0.66,0.6255,1.023,2.046,0.2559,1.4976,0.2024,0.5644,1.002,0.0468,1.4976,0.1064,0.0175,0.0087,0.0044,0.035,0.049,0.098,0.0245,0.1376,0.0316,0.0067,0.0619,0.8345,1.0619,0.15,0.2799,0.0324,0.0676,0.8162,1.6323,0.1845,0.3724,0.0347,0.0744,1.3559,1.6323,0.136,0.2721,0.034,0.068,0.8817,1.6598,0.1536,0.3079,0.0362,0.0718,14.4,2.2313,0.2788,9.4936,1.2146,12.24,0.1761,0.3326,0.6145,0.0323,0.0656,1.2155,0.166,0.6016,1.1704,0.0339,0.0689,0.8728,1.7103,0.1573,0.3386,0.0356,0.077,1.8087,1.71,0.1425,0.285,0.0356,0.0713,0.855,3.3125,0.1431,0.3889,0.0356,0.0758,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0261,0.0125,0.0031,0.0016,0.0063,0.0501,2.0968,7.9518,13.344,0.5004,26.688,1.0008,2.1184,0.2502,1.3392,0.2232,0.4433,0.7489,0.0583,0.1447
2018-11-09 06:23:24,0.013,0.1106,0.1175,0.2366,0.4819,0.0294,0.0588,0.1504,0.2697,0.5953,0.0308,0.0621,1.1659,0.1299,0.2908,0.5968,0.0338,0.0706,1.1659,0.1422,0.3252,0.583,0.0324,0.0684,0.417,0.8598,1.656,0.207,13.2,0.495,0.99,0.2367,0.78,4.56,0.3749,0.684,0.2753,2.0806,0.165,0.3651,1.0726,0.5115,1.023,2.046,0.2559,1.4976,0.1945,0.4555,0.8799,0.0468,1.4976,0.312,0.0175,0.0087,0.0105,0.035,0.049,0.098,0.0245,0.1367,0.0308,0.0067,0.0636,0.7443,1.158,0.1326,0.325,0.0324,0.0648,0.8162,1.6323,0.1592,0.3432,0.0343,0.0837,1.3307,1.6323,0.136,0.2721,0.034,0.068,1.1114,1.6645,0.1698,0.3539,0.034,0.0737,4.32,7.2,0.4093,7.4153,1.2097,4.8406,0.1553,0.313,0.6227,0.0323,0.068,1.3117,0.1454,0.3661,0.6754,0.0341,0.0694,0.8747,1.7103,0.1478,0.3723,0.0356,0.0715,1.8045,1.71,0.1425,0.285,0.0356,0.0713,3.445,1.7177,0.1425,0.3241,0.0356,0.0788,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0125,0.0031,0.0016,0.0072,0.0501,2.0775,4.0014,13.344,0.5004,19.2403,1.0008,2.0016,0.2502,1.3392,0.2232,0.3348,0.7101,0.0621,0.1543
2018-11-09 07:28:12,0.0137,0.101,0.1175,0.2365,0.4775,0.0294,0.0588,0.1308,0.3243,0.5664,0.0308,0.0617,1.1659,0.1462,0.2875,0.583,0.034,0.0708,1.1659,0.13,0.3249,0.5833,0.0324,0.0707,0.4198,0.8625,1.656,0.207,13.2,0.495,0.99,0.2785,0.8037,4.1798,0.3805,0.684,0.2349,1.9841,0.165,0.3744,1.037,0.5115,1.023,2.046,0.2559,1.4976,0.2208,0.5056,0.8802,0.0468,4.992,0.312,0.0175,0.0087,0.0106,0.035,0.466,0.098,0.0245,0.1365,0.0308,0.0067,0.0618,0.6477,1.0594,0.1547,0.3088,0.0324,0.0648,0.8162,1.6323,0.172,0.3784,0.0348,0.0938,0.8162,1.6323,0.136,0.2721,0.034,0.068,0.8524,1.6448,0.1558,0.2761,0.034,0.0846,4.32,2.16,0.2835,9.4449,1.2158,4.0379,0.1613,0.3469,1.1741,0.0323,0.0711,1.2135,0.148,0.2911,0.5559,0.0339,0.0679,0.8765,1.7103,0.1545,0.434,0.0357,0.0841,1.6875,1.71,0.1425,0.285,0.0356,0.0713,0.855,3.2272,0.1425,0.3095,0.0356,0.0791,0.002,0.1114,0.0278,0.0139,0.0035,0.0069,0.0557,0.1002,0.0251,0.0125,0.0031,0.0016,0.0073,0.0501,2.0845,4.0014,13.344,0.5004,19.8547,1.0008,2.0016,0.2502,1.3392,0.2232,0.4539,0.7087,0.0638,0.1398
